Nombre de la Empresa,Tipo de Cliente,Ubicación,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 1586,Mediana Empresa,Ubicación 83,Empleado 15,17356.44
Cliente 1587,Pequeña Empresa,Ubicación 5,Empleado 45,36558.02
Cliente 1588,Gobierno,Ubicación 9,Empleado 21,33863.83
Cliente 1589,Pequeña Empresa,Ubicación 71,Empleado 86,22298.52
Cliente 1590,Corporativo,Ubicación 82,Empleado 13,7269.65
Cliente 1591,Pequeña Empresa,Ubicación 11,Empleado 65,33053.15
Cliente 1592,Mediana Empresa,Ubicación 7,Empleado 59,28023.76
Cliente 1593,Gobierno,Ubicación 67,Empleado 4,39810.98
Cliente 1594,Mediana Empresa,Ubicación 54,Empleado 64,32141.34
Cliente 1595,Gobierno,Ubicación 71,Empleado 80,36098.34
Cliente 1596,Gobierno,Ubicación 34,Empleado 36,44475.61
Cliente 1597,Corporativo,Ubicación 67,Empleado 87,22956.61
Cliente 1598,Gobierno,Ubicación 96,Empleado 89,42293.41
Cliente 1599,Mediana Empresa,Ubicación 10,Empleado 41,29458.41
Cliente 1600,Mediana Empresa,Ubicación 32,Empleado 91,40793.84
Cliente 1601,Mediana Empresa,Ubicación 33,Empleado 37,25813.42
Cliente 1602,Pequeña Empresa,Ubicación 55,Empleado 87,18891.19
Cliente 1603,Mediana Empresa,Ubicación 82,Empleado 13,44879.25
Cliente 1604,Mediana Empresa,Ubicación 5,Empleado 73,6195.83
Cliente 1605,Gobierno,Ubicación 66,Empleado 39,18840.49
Cliente 1606,Pequeña Empresa,Ubicación 54,Empleado 15,33093.95
Cliente 1607,Mediana Empresa,Ubicación 49,Empleado 22,37210.82
Cliente 1608,Mediana Empresa,Ubicación 74,Empleado 34,38812.66
Cliente 1609,Gobierno,Ubicación 62,Empleado 72,29267.42
Cliente 1610,Gobierno,Ubicación 86,Empleado 35,37013.07
Cliente 1611,Gobierno,Ubicación 9,Empleado 17,40349.35
Cliente 1612,Pequeña Empresa,Ubicación 32,Empleado 73,31343.94
Cliente 1613,Mediana Empresa,Ubicación 66,Empleado 24,36302.53
Cliente 1614,Corporativo,Ubicación 81,Empleado 59,40944.14
Cliente 1615,Gobierno,Ubicación 36,Empleado 42,15904.39
Cliente 1616,Mediana Empresa,Ubicación 67,Empleado 95,1278.51
Cliente 1617,Mediana Empresa,Ubicación 84,Empleado 2,5634.15
Cliente 1618,Corporativo,Ubicación 10,Empleado 97,32952.35
Cliente 1619,Pequeña Empresa,Ubicación 11,Empleado 52,40484.26
Cliente 1620,Gobierno,Ubicación 38,Empleado 39,11624.28
Cliente 1621,Corporativo,Ubicación 54,Empleado 12,13583.49
Cliente 1622,Mediana Empresa,Ubicación 79,Empleado 19,3847.42
Cliente 1623,Mediana Empresa,Ubicación 16,Empleado 21,2542.03
Cliente 1624,Pequeña Empresa,Ubicación 37,Empleado 63,45596.3
Cliente 1625,Corporativo,Ubicación 73,Empleado 86,35358.45
Cliente 1626,Mediana Empresa,Ubicación 12,Empleado 34,39787.25
Cliente 1627,Mediana Empresa,Ubicación 53,Empleado 43,39205.61
Cliente 1628,Corporativo,Ubicación 34,Empleado 68,24286.67
Cliente 1629,Gobierno,Ubicación 99,Empleado 98,4714.72
Cliente 1630,Corporativo,Ubicación 45,Empleado 26,26468.4
Cliente 1631,Mediana Empresa,Ubicación 76,Empleado 2,4445.38
Cliente 1632,Mediana Empresa,Ubicación 74,Empleado 2,23554.2
Cliente 1633,Pequeña Empresa,Ubicación 88,Empleado 51,15902.74
Cliente 1634,Mediana Empresa,Ubicación 75,Empleado 44,41640.05
Cliente 1635,Pequeña Empresa,Ubicación 36,Empleado 94,39585.11
Cliente 1636,Mediana Empresa,Ubicación 20,Empleado 44,29971.18
Cliente 1637,Mediana Empresa,Ubicación 31,Empleado 2,49204.2
Cliente 1638,Corporativo,Ubicación 71,Empleado 98,16747.58
Cliente 1639,Gobierno,Ubicación 19,Empleado 35,47546.03
Cliente 1640,Pequeña Empresa,Ubicación 27,Empleado 19,28568.31
Cliente 1641,Gobierno,Ubicación 86,Empleado 43,32900.91
Cliente 1642,Gobierno,Ubicación 48,Empleado 34,29988.86
Cliente 1643,Pequeña Empresa,Ubicación 23,Empleado 95,23409.04
Cliente 1644,Pequeña Empresa,Ubicación 12,Empleado 55,42037.76
Cliente 1645,Gobierno,Ubicación 50,Empleado 63,8963.9
Cliente 1646,Corporativo,Ubicación 75,Empleado 34,3732.41
Cliente 1647,Corporativo,Ubicación 5,Empleado 79,13291.34
Cliente 1648,Mediana Empresa,Ubicación 45,Empleado 65,17774.03
Cliente 1649,Mediana Empresa,Ubicación 64,Empleado 10,14158.58
Cliente 1650,Gobierno,Ubicación 72,Empleado 41,8882.77
Cliente 1651,Corporativo,Ubicación 7,Empleado 83,19688.71
Cliente 1652,Mediana Empresa,Ubicación 81,Empleado 85,16115.96
Cliente 1653,Corporativo,Ubicación 88,Empleado 45,23839.92
Cliente 1654,Corporativo,Ubicación 27,Empleado 26,45765.91
Cliente 1655,Mediana Empresa,Ubicación 85,Empleado 86,23379.79
Cliente 1656,Mediana Empresa,Ubicación 83,Empleado 49,39210.1
Cliente 1657,Pequeña Empresa,Ubicación 23,Empleado 33,48648.94
Cliente 1658,Pequeña Empresa,Ubicación 43,Empleado 20,36790.14
Cliente 1659,Corporativo,Ubicación 17,Empleado 10,7288.96
Cliente 1660,Corporativo,Ubicación 25,Empleado 34,5086.73
Cliente 1661,Corporativo,Ubicación 91,Empleado 38,43787.46
Cliente 1662,Gobierno,Ubicación 39,Empleado 84,6099.04
Cliente 1663,Gobierno,Ubicación 28,Empleado 61,45288.49
Cliente 1664,Pequeña Empresa,Ubicación 2,Empleado 17,27588.72
Cliente 1665,Pequeña Empresa,Ubicación 37,Empleado 8,16776.64
Cliente 1666,Mediana Empresa,Ubicación 20,Empleado 85,30822.8
Cliente 1667,Pequeña Empresa,Ubicación 10,Empleado 62,48975.03
Cliente 1668,Corporativo,Ubicación 2,Empleado 43,19521.28
Cliente 1669,Gobierno,Ubicación 73,Empleado 76,14570.88
Cliente 1670,Corporativo,Ubicación 6,Empleado 83,14515.87
Cliente 1671,Gobierno,Ubicación 99,Empleado 23,48943.9
Cliente 1672,Gobierno,Ubicación 29,Empleado 94,13884.82
Cliente 1673,Mediana Empresa,Ubicación 27,Empleado 62,11075.99
Cliente 1674,Corporativo,Ubicación 73,Empleado 94,37375.06
Cliente 1675,Gobierno,Ubicación 60,Empleado 39,33397.03
Cliente 1676,Mediana Empresa,Ubicación 73,Empleado 45,48684.58
Cliente 1677,Mediana Empresa,Ubicación 37,Empleado 84,18048.06
Cliente 1678,Pequeña Empresa,Ubicación 1,Empleado 93,22679.85
Cliente 1679,Corporativo,Ubicación 14,Empleado 45,33069.84
Cliente 1680,Gobierno,Ubicación 80,Empleado 67,27316.5
Cliente 1681,Pequeña Empresa,Ubicación 20,Empleado 58,42257.6
Cliente 1682,Gobierno,Ubicación 25,Empleado 43,40653.45
Cliente 1683,Pequeña Empresa,Ubicación 88,Empleado 66,41608.27
Cliente 1684,Pequeña Empresa,Ubicación 19,Empleado 98,44160.4
Cliente 1685,Corporativo,Ubicación 24,Empleado 34,15803.29
Cliente 1686,Corporativo,Ubicación 47,Empleado 42,43270.26
Cliente 1687,Mediana Empresa,Ubicación 72,Empleado 51,8880.46
Cliente 1688,Corporativo,Ubicación 31,Empleado 32,35525.48
Cliente 1689,Mediana Empresa,Ubicación 88,Empleado 20,36297.13
Cliente 1690,Corporativo,Ubicación 17,Empleado 7,30612.42
Cliente 1691,Gobierno,Ubicación 87,Empleado 12,4535.45
Cliente 1692,Gobierno,Ubicación 68,Empleado 32,23547.03
Cliente 1693,Pequeña Empresa,Ubicación 82,Empleado 61,48649.98
Cliente 1694,Pequeña Empresa,Ubicación 54,Empleado 26,30560.09
Cliente 1695,Gobierno,Ubicación 74,Empleado 84,21156.35
Cliente 1696,Gobierno,Ubicación 40,Empleado 4,40506.85
Cliente 1697,Pequeña Empresa,Ubicación 45,Empleado 14,26701.87
Cliente 1698,Corporativo,Ubicación 48,Empleado 22,26899.24
Cliente 1699,Mediana Empresa,Ubicación 71,Empleado 8,48755.88
Cliente 1700,Gobierno,Ubicación 38,Empleado 3,46459.08
Cliente 1701,Mediana Empresa,Ubicación 65,Empleado 14,20507.81
Cliente 1702,Mediana Empresa,Ubicación 24,Empleado 70,6652.54
Cliente 1703,Mediana Empresa,Ubicación 72,Empleado 10,42918.98
Cliente 1704,Corporativo,Ubicación 66,Empleado 98,11137.08
Cliente 1705,Mediana Empresa,Ubicación 2,Empleado 80,27596.89
Cliente 1706,Corporativo,Ubicación 66,Empleado 49,33960.08
Cliente 1707,Pequeña Empresa,Ubicación 67,Empleado 81,6165.59
Cliente 1708,Corporativo,Ubicación 93,Empleado 40,28251.78
Cliente 1709,Gobierno,Ubicación 5,Empleado 42,46742.24
Cliente 1710,Gobierno,Ubicación 41,Empleado 29,3616.45
Cliente 1711,Pequeña Empresa,Ubicación 23,Empleado 44,2067.69
Cliente 1712,Corporativo,Ubicación 79,Empleado 10,38070.05
Cliente 1713,Mediana Empresa,Ubicación 33,Empleado 86,27048.13
Cliente 1714,Gobierno,Ubicación 3,Empleado 31,37399.43
Cliente 1715,Corporativo,Ubicación 64,Empleado 67,21218.34
Cliente 1716,Pequeña Empresa,Ubicación 29,Empleado 81,43255.39
Cliente 1717,Gobierno,Ubicación 23,Empleado 17,23918.9
Cliente 1718,Corporativo,Ubicación 4,Empleado 5,29304.3
Cliente 1719,Pequeña Empresa,Ubicación 27,Empleado 93,49338.99
Cliente 1720,Pequeña Empresa,Ubicación 63,Empleado 100,38763.93
Cliente 1721,Mediana Empresa,Ubicación 53,Empleado 87,1673.62
Cliente 1722,Corporativo,Ubicación 15,Empleado 31,9747.78
Cliente 1723,Pequeña Empresa,Ubicación 53,Empleado 91,7111.17
Cliente 1724,Gobierno,Ubicación 16,Empleado 26,30535.77
Cliente 1725,Pequeña Empresa,Ubicación 35,Empleado 92,27244.78
Cliente 1726,Corporativo,Ubicación 11,Empleado 99,21129.81
Cliente 1727,Pequeña Empresa,Ubicación 48,Empleado 42,1650.89
Cliente 1728,Mediana Empresa,Ubicación 58,Empleado 25,44038.81
Cliente 1729,Gobierno,Ubicación 69,Empleado 14,17080.5
Cliente 1730,Mediana Empresa,Ubicación 30,Empleado 21,15059.43
Cliente 1731,Mediana Empresa,Ubicación 76,Empleado 55,29624.57
Cliente 1732,Corporativo,Ubicación 48,Empleado 99,2057.41
Cliente 1733,Pequeña Empresa,Ubicación 71,Empleado 4,37394.56
Cliente 1734,Gobierno,Ubicación 86,Empleado 9,34094.75
Cliente 1735,Gobierno,Ubicación 62,Empleado 54,46826.49
Cliente 1736,Mediana Empresa,Ubicación 8,Empleado 100,22804.94
Cliente 1737,Corporativo,Ubicación 66,Empleado 99,39644.44
Cliente 1738,Mediana Empresa,Ubicación 88,Empleado 86,9945.99
Cliente 1739,Pequeña Empresa,Ubicación 81,Empleado 1,17570.26
Cliente 1740,Gobierno,Ubicación 69,Empleado 72,34483.41
Cliente 1741,Gobierno,Ubicación 75,Empleado 83,42009.56
Cliente 1742,Gobierno,Ubicación 17,Empleado 6,13712.46
Cliente 1743,Mediana Empresa,Ubicación 7,Empleado 76,43798.18
Cliente 1744,Gobierno,Ubicación 71,Empleado 73,45944.24
Cliente 1745,Mediana Empresa,Ubicación 92,Empleado 63,2061.06
Cliente 1746,Mediana Empresa,Ubicación 43,Empleado 47,32675.94
Cliente 1747,Gobierno,Ubicación 49,Empleado 39,48084.73
Cliente 1748,Pequeña Empresa,Ubicación 91,Empleado 35,7490.11
Cliente 1749,Mediana Empresa,Ubicación 18,Empleado 11,10926.5
Cliente 1750,Corporativo,Ubicación 57,Empleado 43,48580.33
Cliente 1751,Gobierno,Ubicación 53,Empleado 28,23385.37
Cliente 1752,Pequeña Empresa,Ubicación 72,Empleado 15,22666.28
Cliente 1753,Pequeña Empresa,Ubicación 69,Empleado 11,38191.73
Cliente 1754,Corporativo,Ubicación 57,Empleado 97,45705.88
Cliente 1755,Gobierno,Ubicación 18,Empleado 61,33111.61
Cliente 1756,Gobierno,Ubicación 95,Empleado 3,35431.73
Cliente 1757,Gobierno,Ubicación 43,Empleado 17,27199.99
Cliente 1758,Gobierno,Ubicación 32,Empleado 27,38769.08
Cliente 1759,Gobierno,Ubicación 97,Empleado 63,20708.78
Cliente 1760,Corporativo,Ubicación 81,Empleado 84,20541.33
Cliente 1761,Mediana Empresa,Ubicación 79,Empleado 62,2415.29
Cliente 1762,Corporativo,Ubicación 58,Empleado 43,22168.22
Cliente 1763,Mediana Empresa,Ubicación 38,Empleado 32,16634.02
Cliente 1764,Gobierno,Ubicación 6,Empleado 25,43930.27
Cliente 1765,Mediana Empresa,Ubicación 70,Empleado 70,28602.15
Cliente 1766,Corporativo,Ubicación 54,Empleado 88,49636.85
Cliente 1767,Pequeña Empresa,Ubicación 4,Empleado 22,5980.91
Cliente 1768,Mediana Empresa,Ubicación 32,Empleado 97,40138.44
Cliente 1769,Gobierno,Ubicación 50,Empleado 41,6075.53
Cliente 1770,Pequeña Empresa,Ubicación 63,Empleado 46,23711.12
Cliente 1771,Mediana Empresa,Ubicación 48,Empleado 34,34268.54
Cliente 1772,Pequeña Empresa,Ubicación 43,Empleado 30,41534.24
Cliente 1773,Pequeña Empresa,Ubicación 100,Empleado 89,12915.58
Cliente 1774,Pequeña Empresa,Ubicación 99,Empleado 23,19931.34
Cliente 1775,Pequeña Empresa,Ubicación 35,Empleado 85,17227.54
Cliente 1776,Corporativo,Ubicación 8,Empleado 66,32665.51
Cliente 1777,Mediana Empresa,Ubicación 55,Empleado 50,29470.53
Cliente 1778,Mediana Empresa,Ubicación 9,Empleado 15,23680.34
Cliente 1779,Mediana Empresa,Ubicación 12,Empleado 62,42340.67
Cliente 1780,Mediana Empresa,Ubicación 35,Empleado 75,46824.57
Cliente 1781,Mediana Empresa,Ubicación 15,Empleado 56,19874.29
Cliente 1782,Pequeña Empresa,Ubicación 96,Empleado 60,32514.98
Cliente 1783,Gobierno,Ubicación 66,Empleado 22,44664.26
Cliente 1784,Corporativo,Ubicación 89,Empleado 48,36665.54
Cliente 1785,Corporativo,Ubicación 72,Empleado 59,29993.74
Cliente 1786,Pequeña Empresa,Ubicación 24,Empleado 80,25701.25
Cliente 1787,Mediana Empresa,Ubicación 5,Empleado 96,40407.18
Cliente 1788,Corporativo,Ubicación 92,Empleado 26,32897.1
Cliente 1789,Corporativo,Ubicación 30,Empleado 94,1926.06
Cliente 1790,Corporativo,Ubicación 46,Empleado 36,46917.54
Cliente 1791,Pequeña Empresa,Ubicación 70,Empleado 62,1632.37
Cliente 1792,Pequeña Empresa,Ubicación 20,Empleado 68,5846.89
Cliente 1793,Corporativo,Ubicación 55,Empleado 48,14933.44
Cliente 1794,Gobierno,Ubicación 79,Empleado 6,9234.98
Cliente 1795,Gobierno,Ubicación 9,Empleado 66,26390.78
Cliente 1796,Gobierno,Ubicación 95,Empleado 93,16862.96
Cliente 1797,Pequeña Empresa,Ubicación 12,Empleado 15,17479.77
Cliente 1798,Pequeña Empresa,Ubicación 1,Empleado 63,11341.25
Cliente 1799,Pequeña Empresa,Ubicación 49,Empleado 77,39536.07
Cliente 1800,Pequeña Empresa,Ubicación 93,Empleado 100,19265.27
Cliente 1801,Gobierno,Ubicación 58,Empleado 7,7664.44
Cliente 1802,Mediana Empresa,Ubicación 83,Empleado 30,841.94
Cliente 1803,Gobierno,Ubicación 57,Empleado 79,47997.97
Cliente 1804,Pequeña Empresa,Ubicación 87,Empleado 3,22390.62
Cliente 1805,Corporativo,Ubicación 18,Empleado 51,10932.42
Cliente 1806,Pequeña Empresa,Ubicación 80,Empleado 60,47184.54
Cliente 1807,Gobierno,Ubicación 74,Empleado 4,26907.1
Cliente 1808,Gobierno,Ubicación 1,Empleado 67,28601.03
Cliente 1809,Pequeña Empresa,Ubicación 48,Empleado 26,33987.43
Cliente 1810,Pequeña Empresa,Ubicación 39,Empleado 28,5633.61
Cliente 1811,Gobierno,Ubicación 46,Empleado 5,18467.6
Cliente 1812,Mediana Empresa,Ubicación 29,Empleado 45,7395.53
Cliente 1813,Corporativo,Ubicación 70,Empleado 34,44543.03
Cliente 1814,Gobierno,Ubicación 2,Empleado 51,26544.54
Cliente 1815,Gobierno,Ubicación 88,Empleado 9,6789.11
Cliente 1816,Corporativo,Ubicación 41,Empleado 73,25875.3
Cliente 1817,Gobierno,Ubicación 82,Empleado 84,37384.67
Cliente 1818,Pequeña Empresa,Ubicación 23,Empleado 82,14359.74
Cliente 1819,Mediana Empresa,Ubicación 99,Empleado 46,47085.63
Cliente 1820,Mediana Empresa,Ubicación 63,Empleado 76,20323.89
Cliente 1821,Corporativo,Ubicación 38,Empleado 71,48925.26
Cliente 1822,Mediana Empresa,Ubicación 39,Empleado 37,35303.76
Cliente 1823,Mediana Empresa,Ubicación 76,Empleado 60,39725.74
Cliente 1824,Pequeña Empresa,Ubicación 87,Empleado 62,33927.31
Cliente 1825,Corporativo,Ubicación 75,Empleado 90,27685.16
Cliente 1826,Pequeña Empresa,Ubicación 18,Empleado 18,9221.59
Cliente 1827,Mediana Empresa,Ubicación 8,Empleado 53,4499.84
Cliente 1828,Pequeña Empresa,Ubicación 67,Empleado 55,39077.69
Cliente 1829,Gobierno,Ubicación 93,Empleado 95,36929.96
Cliente 1830,Gobierno,Ubicación 97,Empleado 19,3509.25
Cliente 1831,Corporativo,Ubicación 30,Empleado 36,36407.16
Cliente 1832,Corporativo,Ubicación 56,Empleado 27,33022.54
Cliente 1833,Mediana Empresa,Ubicación 94,Empleado 58,12759.93
Cliente 1834,Pequeña Empresa,Ubicación 52,Empleado 67,16123.69
Cliente 1835,Mediana Empresa,Ubicación 84,Empleado 47,28512.18
Cliente 1836,Gobierno,Ubicación 38,Empleado 45,39686.04
Cliente 1837,Gobierno,Ubicación 5,Empleado 3,34068.23
Cliente 1838,Gobierno,Ubicación 77,Empleado 76,7427.87
Cliente 1839,Pequeña Empresa,Ubicación 58,Empleado 19,12292.02
Cliente 1840,Pequeña Empresa,Ubicación 65,Empleado 73,39524.73
Cliente 1841,Gobierno,Ubicación 27,Empleado 54,730.16
Cliente 1842,Pequeña Empresa,Ubicación 66,Empleado 48,19297.57
Cliente 1843,Gobierno,Ubicación 17,Empleado 10,40142.17
Cliente 1844,Gobierno,Ubicación 64,Empleado 65,46060.98
Cliente 1845,Corporativo,Ubicación 2,Empleado 29,37779.56
Cliente 1846,Pequeña Empresa,Ubicación 54,Empleado 38,23432.61
Cliente 1847,Pequeña Empresa,Ubicación 93,Empleado 59,22521.58
Cliente 1848,Mediana Empresa,Ubicación 75,Empleado 82,24527.03
Cliente 1849,Gobierno,Ubicación 17,Empleado 23,42514.65
Cliente 1850,Gobierno,Ubicación 78,Empleado 42,13815.93
Cliente 1851,Gobierno,Ubicación 22,Empleado 65,35298.99
Cliente 1852,Pequeña Empresa,Ubicación 66,Empleado 13,19899.77
Cliente 1853,Corporativo,Ubicación 44,Empleado 80,4708.02
Cliente 1854,Gobierno,Ubicación 33,Empleado 27,8682.63
Cliente 1855,Mediana Empresa,Ubicación 50,Empleado 79,42698.76
Cliente 1856,Gobierno,Ubicación 15,Empleado 67,30009.13
Cliente 1857,Gobierno,Ubicación 76,Empleado 92,22000.17
Cliente 1858,Pequeña Empresa,Ubicación 35,Empleado 57,37139.97
Cliente 1859,Gobierno,Ubicación 36,Empleado 9,4270.79
Cliente 1860,Pequeña Empresa,Ubicación 97,Empleado 84,27498.37
Cliente 1861,Gobierno,Ubicación 100,Empleado 1,31545.65
Cliente 1862,Gobierno,Ubicación 14,Empleado 3,34481.56
Cliente 1863,Gobierno,Ubicación 5,Empleado 83,30248.28
Cliente 1864,Corporativo,Ubicación 70,Empleado 35,27059.36
Cliente 1865,Gobierno,Ubicación 100,Empleado 97,17494.48
Cliente 1866,Corporativo,Ubicación 58,Empleado 14,25313.89
Cliente 1867,Pequeña Empresa,Ubicación 13,Empleado 50,1409.73
Cliente 1868,Gobierno,Ubicación 66,Empleado 11,44042.47
Cliente 1869,Mediana Empresa,Ubicación 53,Empleado 62,31513.51
Cliente 1870,Pequeña Empresa,Ubicación 3,Empleado 23,21799.62
Cliente 1871,Pequeña Empresa,Ubicación 39,Empleado 85,4712.06
Cliente 1872,Corporativo,Ubicación 42,Empleado 30,29828.16
Cliente 1873,Corporativo,Ubicación 73,Empleado 32,47906.58
Cliente 1874,Corporativo,Ubicación 87,Empleado 95,12852.73
Cliente 1875,Pequeña Empresa,Ubicación 11,Empleado 36,45143.89
Cliente 1876,Gobierno,Ubicación 92,Empleado 62,37221.12
Cliente 1877,Pequeña Empresa,Ubicación 87,Empleado 16,32743.14
Cliente 1878,Corporativo,Ubicación 83,Empleado 97,17441.37
Cliente 1879,Corporativo,Ubicación 37,Empleado 64,48813.52
Cliente 1880,Corporativo,Ubicación 68,Empleado 40,40026.54
Cliente 1881,Corporativo,Ubicación 55,Empleado 94,16936.58
Cliente 1882,Pequeña Empresa,Ubicación 70,Empleado 99,9107.0
Cliente 1883,Pequeña Empresa,Ubicación 71,Empleado 63,5215.62
Cliente 1884,Mediana Empresa,Ubicación 6,Empleado 21,15484.04
Cliente 1885,Mediana Empresa,Ubicación 62,Empleado 42,18290.02
Cliente 1886,Mediana Empresa,Ubicación 32,Empleado 57,31507.27
Cliente 1887,Mediana Empresa,Ubicación 75,Empleado 2,20760.92
Cliente 1888,Corporativo,Ubicación 80,Empleado 86,1027.52
Cliente 1889,Pequeña Empresa,Ubicación 94,Empleado 59,32640.06
Cliente 1890,Corporativo,Ubicación 78,Empleado 36,47283.17
Cliente 1891,Gobierno,Ubicación 25,Empleado 75,17693.31
Cliente 1892,Pequeña Empresa,Ubicación 78,Empleado 47,46799.51
Cliente 1893,Mediana Empresa,Ubicación 51,Empleado 64,44853.45
Cliente 1894,Corporativo,Ubicación 46,Empleado 46,47467.75
Cliente 1895,Gobierno,Ubicación 63,Empleado 30,38836.39
Cliente 1896,Mediana Empresa,Ubicación 58,Empleado 26,39163.76
Cliente 1897,Gobierno,Ubicación 27,Empleado 52,3543.01
Cliente 1898,Pequeña Empresa,Ubicación 7,Empleado 44,8312.81
Cliente 1899,Pequeña Empresa,Ubicación 52,Empleado 50,39868.98
Cliente 1900,Corporativo,Ubicación 30,Empleado 48,8013.63
Cliente 1901,Gobierno,Ubicación 61,Empleado 96,40154.63
Cliente 1902,Mediana Empresa,Ubicación 100,Empleado 32,2563.99
Cliente 1903,Gobierno,Ubicación 13,Empleado 76,18748.86
Cliente 1904,Mediana Empresa,Ubicación 100,Empleado 45,46079.65
Cliente 1905,Gobierno,Ubicación 87,Empleado 4,8658.33
Cliente 1906,Gobierno,Ubicación 38,Empleado 48,28769.89
Cliente 1907,Corporativo,Ubicación 3,Empleado 73,37035.55
Cliente 1908,Pequeña Empresa,Ubicación 97,Empleado 97,25992.0
Cliente 1909,Gobierno,Ubicación 80,Empleado 2,9382.46
Cliente 1910,Corporativo,Ubicación 71,Empleado 98,8998.5
Cliente 1911,Pequeña Empresa,Ubicación 90,Empleado 24,7909.1
Cliente 1912,Mediana Empresa,Ubicación 87,Empleado 15,22889.29
Cliente 1913,Mediana Empresa,Ubicación 4,Empleado 90,27767.28
Cliente 1914,Corporativo,Ubicación 83,Empleado 25,47554.15
Cliente 1915,Pequeña Empresa,Ubicación 98,Empleado 26,14195.82
Cliente 1916,Mediana Empresa,Ubicación 71,Empleado 53,4134.03
Cliente 1917,Gobierno,Ubicación 96,Empleado 8,5250.91
Cliente 1918,Gobierno,Ubicación 43,Empleado 57,18590.67
Cliente 1919,Gobierno,Ubicación 54,Empleado 53,37543.85
Cliente 1920,Pequeña Empresa,Ubicación 62,Empleado 60,34394.81
Cliente 1921,Mediana Empresa,Ubicación 43,Empleado 1,45599.46
Cliente 1922,Gobierno,Ubicación 90,Empleado 16,40656.09
Cliente 1923,Mediana Empresa,Ubicación 67,Empleado 52,7830.85
Cliente 1924,Gobierno,Ubicación 76,Empleado 78,35982.08
Cliente 1925,Mediana Empresa,Ubicación 35,Empleado 88,45109.71
Cliente 1926,Mediana Empresa,Ubicación 48,Empleado 18,10448.63
Cliente 1927,Mediana Empresa,Ubicación 49,Empleado 31,47595.82
Cliente 1928,Mediana Empresa,Ubicación 99,Empleado 57,4910.17
Cliente 1929,Pequeña Empresa,Ubicación 37,Empleado 69,6468.84
Cliente 1930,Pequeña Empresa,Ubicación 53,Empleado 37,38481.83
Cliente 1931,Corporativo,Ubicación 64,Empleado 9,3825.36
Cliente 1932,Mediana Empresa,Ubicación 26,Empleado 61,40323.91
Cliente 1933,Corporativo,Ubicación 2,Empleado 71,3019.51
Cliente 1934,Corporativo,Ubicación 97,Empleado 95,26628.19
Cliente 1935,Corporativo,Ubicación 77,Empleado 51,18984.4
Cliente 1936,Gobierno,Ubicación 66,Empleado 82,8730.82
Cliente 1937,Gobierno,Ubicación 92,Empleado 41,24581.85
Cliente 1938,Mediana Empresa,Ubicación 87,Empleado 48,32878.82
Cliente 1939,Mediana Empresa,Ubicación 50,Empleado 68,8948.52
Cliente 1940,Pequeña Empresa,Ubicación 41,Empleado 76,23051.59
Cliente 1941,Mediana Empresa,Ubicación 49,Empleado 50,32664.11
Cliente 1942,Mediana Empresa,Ubicación 64,Empleado 69,40090.24
Cliente 1943,Gobierno,Ubicación 85,Empleado 64,27399.61
Cliente 1944,Pequeña Empresa,Ubicación 27,Empleado 72,16668.44
Cliente 1945,Pequeña Empresa,Ubicación 48,Empleado 94,12873.6
Cliente 1946,Mediana Empresa,Ubicación 25,Empleado 75,28054.28
Cliente 1947,Pequeña Empresa,Ubicación 27,Empleado 48,28291.8
Cliente 1948,Pequeña Empresa,Ubicación 91,Empleado 26,42599.56
Cliente 1949,Mediana Empresa,Ubicación 66,Empleado 77,3869.33
Cliente 1950,Mediana Empresa,Ubicación 45,Empleado 79,17163.54
Cliente 1951,Pequeña Empresa,Ubicación 37,Empleado 89,42860.43
Cliente 1952,Gobierno,Ubicación 79,Empleado 30,49393.92
Cliente 1953,Gobierno,Ubicación 66,Empleado 9,33722.98
Cliente 1954,Pequeña Empresa,Ubicación 52,Empleado 61,3778.22
Cliente 1955,Gobierno,Ubicación 99,Empleado 38,34284.47
Cliente 1956,Mediana Empresa,Ubicación 69,Empleado 61,9738.29
Cliente 1957,Gobierno,Ubicación 6,Empleado 6,46688.81
Cliente 1958,Mediana Empresa,Ubicación 33,Empleado 41,12426.39
Cliente 1959,Gobierno,Ubicación 1,Empleado 76,30463.77
Cliente 1960,Mediana Empresa,Ubicación 21,Empleado 46,46074.29
Cliente 1961,Gobierno,Ubicación 92,Empleado 29,2604.9
Cliente 1962,Pequeña Empresa,Ubicación 61,Empleado 34,15128.39
Cliente 1963,Mediana Empresa,Ubicación 94,Empleado 54,3837.92
Cliente 1964,Mediana Empresa,Ubicación 67,Empleado 47,36732.1
Cliente 1965,Gobierno,Ubicación 94,Empleado 39,26191.08
Cliente 1966,Gobierno,Ubicación 10,Empleado 66,39632.08
Cliente 1967,Pequeña Empresa,Ubicación 12,Empleado 12,37896.68
Cliente 1968,Corporativo,Ubicación 34,Empleado 72,9342.33
Cliente 1969,Gobierno,Ubicación 76,Empleado 70,28732.67
Cliente 1970,Mediana Empresa,Ubicación 43,Empleado 41,48808.93
Cliente 1971,Gobierno,Ubicación 82,Empleado 92,12981.39
Cliente 1972,Pequeña Empresa,Ubicación 1,Empleado 36,6906.55
Cliente 1973,Gobierno,Ubicación 42,Empleado 78,21644.17
Cliente 1974,Corporativo,Ubicación 21,Empleado 81,17136.55
