Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-238,Cliente 1778,2025-02-04,1573.77,Enviado,Empleado 86,"Producto 77, Producto 266"
Pedido-239,Cliente 905,2024-04-28,2682.53,Cancelado,Empleado 55,"Producto 168, Producto 185, Producto 203"
Pedido-240,Cliente 1618,2024-11-25,4345.06,Enviado,Empleado 37,"Producto 83, Producto 131"
Pedido-241,Cliente 1243,2024-10-01,3787.8,Enviado,Empleado 84,Producto 82
Pedido-242,Cliente 1731,2024-12-06,1348.46,Enviado,Empleado 71,"Producto 169, Producto 73, Producto 131"
Pedido-243,Cliente 443,2024-11-07,1686.43,Pendiente,Empleado 21,"Producto 243, Producto 146"
Pedido-244,Cliente 1548,2024-10-17,3568.12,Entregado,Empleado 7,"Producto 143, Producto 116, Producto 117, Producto 215, Producto 75"
Pedido-245,Cliente 1927,2024-04-29,307.49,Entregado,Empleado 92,Producto 4
Pedido-246,Cliente 202,2025-01-15,1837.28,Cancelado,Empleado 31,"Producto 280, Producto 87"
Pedido-247,Cliente 827,2024-03-21,1793.32,Procesado,Empleado 48,"Producto 293, Producto 132, Producto 118"
Pedido-248,Cliente 401,2024-02-28,1131.21,Cancelado,Empleado 56,"Producto 293, Producto 297"
Pedido-249,Cliente 817,2024-06-01,2622.04,Procesado,Empleado 93,Producto 192
Pedido-250,Cliente 665,2024-03-13,208.67,Entregado,Empleado 12,Producto 84
Pedido-251,Cliente 1014,2024-10-28,1124.58,Cancelado,Empleado 99,"Producto 72, Producto 285, Producto 83"
Pedido-252,Cliente 1573,2024-12-28,3575.56,Cancelado,Empleado 30,"Producto 257, Producto 88, Producto 181, Producto 164"
Pedido-253,Cliente 985,2024-07-10,1764.15,Cancelado,Empleado 3,"Producto 269, Producto 115"
Pedido-254,Cliente 674,2024-11-16,1049.59,Pendiente,Empleado 97,"Producto 63, Producto 15, Producto 167, Producto 207"
Pedido-255,Cliente 456,2024-03-18,1742.37,Cancelado,Empleado 45,"Producto 116, Producto 140"
Pedido-256,Cliente 45,2024-03-14,2746.46,Procesado,Empleado 90,"Producto 78, Producto 89, Producto 86"
Pedido-257,Cliente 1482,2024-09-15,140.1,Enviado,Empleado 70,"Producto 203, Producto 233, Producto 181, Producto 72"
Pedido-258,Cliente 699,2024-10-20,2839.45,Enviado,Empleado 18,"Producto 244, Producto 282, Producto 274, Producto 161"
Pedido-259,Cliente 1893,2024-05-20,2617.05,Enviado,Empleado 75,"Producto 266, Producto 185, Producto 291, Producto 208"
Pedido-260,Cliente 1541,2024-10-10,2672.19,Pendiente,Empleado 42,"Producto 103, Producto 65"
Pedido-261,Cliente 482,2024-05-13,731.68,Pendiente,Empleado 30,Producto 91
Pedido-262,Cliente 739,2024-10-08,3084.58,Enviado,Empleado 32,"Producto 240, Producto 262, Producto 75, Producto 159"
Pedido-263,Cliente 1132,2024-12-06,4162.2,Entregado,Empleado 96,Producto 187
Pedido-264,Cliente 1966,2024-06-07,3795.0,Pendiente,Empleado 63,"Producto 36, Producto 5, Producto 234"
Pedido-265,Cliente 3,2024-07-06,705.05,Cancelado,Empleado 100,"Producto 93, Producto 289, Producto 69, Producto 16, Producto 43"
Pedido-266,Cliente 1495,2025-01-11,3064.13,Cancelado,Empleado 89,"Producto 213, Producto 38, Producto 263"
Pedido-267,Cliente 1053,2024-08-15,1845.69,Pendiente,Empleado 47,"Producto 52, Producto 126"
Pedido-268,Cliente 613,2024-11-22,4132.02,Procesado,Empleado 62,"Producto 226, Producto 201"
Pedido-269,Cliente 936,2025-01-30,3164.74,Pendiente,Empleado 54,"Producto 290, Producto 65, Producto 245"
Pedido-270,Cliente 1254,2024-12-13,1305.76,Cancelado,Empleado 44,"Producto 147, Producto 272"
Pedido-271,Cliente 1776,2024-11-03,4986.0,Pendiente,Empleado 23,"Producto 173, Producto 43, Producto 288, Producto 150"
Pedido-272,Cliente 1250,2024-12-27,3498.2,Procesado,Empleado 75,Producto 37
Pedido-273,Cliente 1717,2024-11-03,387.88,Cancelado,Empleado 51,"Producto 265, Producto 19, Producto 160, Producto 210, Producto 103"
Pedido-274,Cliente 982,2024-08-06,3136.07,Cancelado,Empleado 50,Producto 5
Pedido-275,Cliente 132,2024-05-03,3013.52,Entregado,Empleado 30,"Producto 235, Producto 171, Producto 243"
Pedido-276,Cliente 780,2024-03-26,3746.24,Pendiente,Empleado 80,"Producto 33, Producto 68, Producto 247, Producto 219"
Pedido-277,Cliente 332,2024-04-04,1579.19,Cancelado,Empleado 5,"Producto 5, Producto 114, Producto 149"
Pedido-278,Cliente 1698,2024-10-04,891.03,Cancelado,Empleado 77,"Producto 281, Producto 287, Producto 75"
Pedido-279,Cliente 1256,2024-07-27,1613.83,Enviado,Empleado 39,"Producto 168, Producto 4"
Pedido-280,Cliente 716,2024-06-05,3967.55,Enviado,Empleado 28,"Producto 8, Producto 83, Producto 206, Producto 235, Producto 299"
Pedido-281,Cliente 552,2024-09-20,4003.61,Enviado,Empleado 37,"Producto 52, Producto 201, Producto 166"
Pedido-282,Cliente 1767,2025-01-22,1500.6,Procesado,Empleado 47,Producto 301
Pedido-283,Cliente 1013,2025-01-02,1892.26,Enviado,Empleado 72,"Producto 258, Producto 88"
Pedido-284,Cliente 644,2024-08-09,754.98,Pendiente,Empleado 52,Producto 187
Pedido-285,Cliente 1685,2024-12-06,1919.46,Enviado,Empleado 81,"Producto 103, Producto 85, Producto 111, Producto 90, Producto 218"
Pedido-286,Cliente 258,2024-08-10,3847.37,Enviado,Empleado 56,Producto 227
Pedido-287,Cliente 1350,2024-11-25,1813.43,Procesado,Empleado 62,Producto 215
Pedido-288,Cliente 277,2024-12-20,1785.34,Cancelado,Empleado 64,Producto 203
Pedido-289,Cliente 1042,2024-07-19,4346.13,Pendiente,Empleado 45,"Producto 230, Producto 144, Producto 107, Producto 280"
Pedido-290,Cliente 1260,2025-02-24,1587.18,Entregado,Empleado 91,Producto 282
Pedido-291,Cliente 126,2024-12-06,902.78,Procesado,Empleado 35,"Producto 28, Producto 191, Producto 224"
Pedido-292,Cliente 1920,2024-03-05,4546.63,Procesado,Empleado 42,"Producto 265, Producto 281, Producto 52, Producto 11"
Pedido-293,Cliente 1325,2024-07-09,551.39,Cancelado,Empleado 7,"Producto 178, Producto 59, Producto 208, Producto 113"
Pedido-294,Cliente 983,2024-12-15,1762.35,Pendiente,Empleado 80,"Producto 121, Producto 218, Producto 41, Producto 215"
Pedido-295,Cliente 923,2024-07-10,2032.52,Enviado,Empleado 47,Producto 201
Pedido-296,Cliente 422,2024-08-20,882.53,Pendiente,Empleado 8,"Producto 96, Producto 110, Producto 155"
Pedido-297,Cliente 1750,2024-11-05,2522.29,Cancelado,Empleado 47,Producto 113
Pedido-298,Cliente 1282,2024-04-19,2108.95,Pendiente,Empleado 37,"Producto 232, Producto 242, Producto 122, Producto 148, Producto 284"
Pedido-299,Cliente 788,2024-07-03,1228.76,Procesado,Empleado 52,"Producto 254, Producto 197, Producto 42, Producto 67"
Pedido-300,Cliente 1570,2024-05-22,483.09,Cancelado,Empleado 28,"Producto 133, Producto 27, Producto 15, Producto 175, Producto 114"
Pedido-301,Cliente 985,2024-05-22,4500.98,Entregado,Empleado 7,Producto 22
Pedido-302,Cliente 26,2024-04-16,2064.92,Enviado,Empleado 94,"Producto 228, Producto 47, Producto 93"
Pedido-303,Cliente 1197,2025-02-10,2673.77,Procesado,Empleado 51,"Producto 45, Producto 84, Producto 232, Producto 80"
Pedido-304,Cliente 1515,2024-03-19,2497.52,Procesado,Empleado 58,"Producto 273, Producto 289"
Pedido-305,Cliente 1365,2025-02-07,1889.9,Entregado,Empleado 63,"Producto 24, Producto 53"
Pedido-306,Cliente 733,2024-06-12,3957.43,Entregado,Empleado 46,"Producto 63, Producto 212, Producto 288, Producto 30, Producto 5"
Pedido-307,Cliente 1924,2024-11-24,2572.83,Entregado,Empleado 30,"Producto 191, Producto 278, Producto 284"
Pedido-308,Cliente 361,2024-12-11,2079.65,Procesado,Empleado 84,"Producto 48, Producto 240, Producto 157, Producto 15, Producto 164"
Pedido-309,Cliente 1049,2024-03-19,1895.25,Procesado,Empleado 52,"Producto 140, Producto 162, Producto 263, Producto 47, Producto 55"
Pedido-310,Cliente 1487,2025-01-07,3259.81,Cancelado,Empleado 86,"Producto 249, Producto 153, Producto 191"
Pedido-311,Cliente 1227,2024-06-10,208.09,Enviado,Empleado 95,"Producto 198, Producto 167, Producto 199"
Pedido-312,Cliente 922,2024-12-13,3649.29,Pendiente,Empleado 87,Producto 158
Pedido-313,Cliente 679,2024-12-04,2577.18,Procesado,Empleado 31,"Producto 137, Producto 134, Producto 124, Producto 53, Producto 190"
Pedido-314,Cliente 1994,2024-09-23,2340.76,Pendiente,Empleado 88,Producto 231
Pedido-315,Cliente 1200,2024-05-31,200.85,Procesado,Empleado 21,Producto 144
Pedido-316,Cliente 1557,2024-11-09,3383.28,Enviado,Empleado 36,"Producto 239, Producto 247, Producto 275"
Pedido-317,Cliente 1715,2024-10-01,4367.47,Procesado,Empleado 98,"Producto 87, Producto 165, Producto 187, Producto 146, Producto 90"
Pedido-318,Cliente 1664,2024-08-07,661.42,Enviado,Empleado 74,Producto 128
Pedido-319,Cliente 1492,2024-05-20,4116.11,Procesado,Empleado 5,"Producto 149, Producto 61, Producto 144"
Pedido-320,Cliente 410,2024-06-15,4735.56,Cancelado,Empleado 18,"Producto 180, Producto 80"
Pedido-321,Cliente 94,2024-05-08,1976.44,Pendiente,Empleado 32,"Producto 124, Producto 260, Producto 227, Producto 280, Producto 71"
Pedido-322,Cliente 1288,2024-08-02,3414.5,Entregado,Empleado 20,"Producto 188, Producto 32, Producto 204, Producto 106"
Pedido-323,Cliente 1025,2025-02-14,1305.21,Cancelado,Empleado 92,"Producto 92, Producto 163, Producto 166, Producto 56, Producto 274"
Pedido-324,Cliente 1694,2024-06-09,2347.64,Cancelado,Empleado 8,"Producto 116, Producto 177, Producto 104, Producto 172"
Pedido-325,Cliente 1942,2024-03-30,240.99,Pendiente,Empleado 95,"Producto 293, Producto 61, Producto 220, Producto 175"
Pedido-326,Cliente 1504,2024-09-23,3289.28,Cancelado,Empleado 99,"Producto 27, Producto 136, Producto 253"
Pedido-327,Cliente 1655,2024-07-12,3934.2,Enviado,Empleado 33,"Producto 74, Producto 247"
Pedido-328,Cliente 1579,2024-10-21,812.17,Entregado,Empleado 60,Producto 264
Pedido-329,Cliente 868,2024-09-29,3424.06,Entregado,Empleado 63,"Producto 221, Producto 189, Producto 130, Producto 215"
Pedido-330,Cliente 1376,2024-09-06,747.01,Cancelado,Empleado 21,"Producto 204, Producto 63"
Pedido-331,Cliente 500,2024-12-11,136.75,Entregado,Empleado 67,"Producto 26, Producto 117, Producto 222"
Pedido-332,Cliente 1995,2024-08-11,4314.81,Enviado,Empleado 55,"Producto 281, Producto 193, Producto 263, Producto 224, Producto 173"
Pedido-333,Cliente 279,2024-04-25,2848.68,Entregado,Empleado 52,"Producto 177, Producto 43, Producto 167, Producto 191"
Pedido-334,Cliente 1107,2024-12-18,3958.08,Cancelado,Empleado 42,"Producto 17, Producto 280, Producto 277"
Pedido-335,Cliente 491,2024-07-23,2273.14,Enviado,Empleado 67,"Producto 139, Producto 151"
Pedido-336,Cliente 116,2024-10-25,2472.3,Cancelado,Empleado 91,"Producto 130, Producto 277, Producto 202"
Pedido-337,Cliente 655,2024-06-05,535.67,Cancelado,Empleado 14,"Producto 251, Producto 72, Producto 299"
Pedido-338,Cliente 1490,2024-03-08,479.84,Entregado,Empleado 42,"Producto 137, Producto 119, Producto 200, Producto 33, Producto 187"
Pedido-339,Cliente 910,2024-12-14,2022.34,Enviado,Empleado 20,"Producto 102, Producto 294, Producto 50, Producto 187, Producto 27"
Pedido-340,Cliente 1572,2024-10-30,1496.63,Cancelado,Empleado 18,"Producto 299, Producto 231, Producto 18"
Pedido-341,Cliente 541,2024-12-22,3899.18,Pendiente,Empleado 65,"Producto 11, Producto 199, Producto 200, Producto 134"
Pedido-342,Cliente 482,2025-01-28,4596.55,Procesado,Empleado 49,Producto 247
Pedido-343,Cliente 43,2025-01-14,4318.6,Cancelado,Empleado 66,"Producto 90, Producto 54, Producto 69, Producto 198"
Pedido-344,Cliente 454,2024-06-01,4402.08,Cancelado,Empleado 11,"Producto 153, Producto 262, Producto 274, Producto 214"
Pedido-345,Cliente 1129,2024-08-03,1634.6,Enviado,Empleado 45,"Producto 48, Producto 21, Producto 110, Producto 138"
Pedido-346,Cliente 1462,2024-07-10,3140.37,Enviado,Empleado 52,"Producto 166, Producto 151"
Pedido-347,Cliente 654,2024-06-23,2333.29,Entregado,Empleado 3,"Producto 147, Producto 16, Producto 32, Producto 215"
Pedido-348,Cliente 438,2024-07-31,696.68,Cancelado,Empleado 43,"Producto 112, Producto 106, Producto 19, Producto 172, Producto 277"
Pedido-349,Cliente 1628,2024-08-14,3808.46,Entregado,Empleado 33,"Producto 94, Producto 192"
Pedido-350,Cliente 1962,2024-12-11,147.76,Entregado,Empleado 1,"Producto 107, Producto 11, Producto 41"
Pedido-351,Cliente 855,2024-09-15,2774.56,Entregado,Empleado 77,"Producto 31, Producto 68, Producto 142"
Pedido-352,Cliente 277,2024-06-07,4789.53,Enviado,Empleado 47,"Producto 238, Producto 175, Producto 45, Producto 286, Producto 60"
Pedido-353,Cliente 164,2024-03-20,510.66,Enviado,Empleado 75,"Producto 128, Producto 225, Producto 164"
Pedido-354,Cliente 910,2024-05-06,1005.25,Cancelado,Empleado 76,Producto 77
Pedido-355,Cliente 1030,2024-07-10,315.75,Entregado,Empleado 31,"Producto 141, Producto 37, Producto 208, Producto 296, Producto 115"
Pedido-356,Cliente 1077,2024-03-24,2434.01,Entregado,Empleado 22,"Producto 50, Producto 42"
Pedido-357,Cliente 1552,2024-09-26,2894.91,Pendiente,Empleado 51,"Producto 28, Producto 189, Producto 137, Producto 111"
Pedido-358,Cliente 579,2024-06-04,2874.5,Entregado,Empleado 16,"Producto 124, Producto 256"
Pedido-359,Cliente 1046,2024-09-19,902.45,Procesado,Empleado 77,"Producto 283, Producto 178, Producto 87, Producto 227"
Pedido-360,Cliente 182,2024-08-16,4689.06,Enviado,Empleado 6,"Producto 283, Producto 288, Producto 6, Producto 62"
Pedido-361,Cliente 256,2024-04-13,3574.74,Cancelado,Empleado 5,"Producto 25, Producto 152, Producto 136, Producto 19, Producto 203"
Pedido-362,Cliente 83,2024-03-27,987.68,Procesado,Empleado 57,"Producto 278, Producto 234, Producto 282, Producto 132"
Pedido-363,Cliente 187,2025-01-27,4984.78,Cancelado,Empleado 17,Producto 140
Pedido-364,Cliente 651,2024-05-19,1688.67,Pendiente,Empleado 100,"Producto 192, Producto 221, Producto 157"
Pedido-365,Cliente 1915,2025-02-01,3686.46,Cancelado,Empleado 11,"Producto 114, Producto 218"
Pedido-366,Cliente 383,2024-12-24,4806.42,Entregado,Empleado 48,"Producto 244, Producto 274, Producto 11, Producto 138, Producto 114"
Pedido-367,Cliente 1078,2025-02-05,4253.07,Enviado,Empleado 71,"Producto 275, Producto 222, Producto 238, Producto 140, Producto 178"
Pedido-368,Cliente 1216,2025-01-19,4631.97,Procesado,Empleado 42,"Producto 272, Producto 226"
Pedido-369,Cliente 1950,2024-05-28,2248.98,Pendiente,Empleado 52,"Producto 5, Producto 125"
Pedido-370,Cliente 278,2024-07-29,1885.33,Procesado,Empleado 39,"Producto 85, Producto 236, Producto 48, Producto 197, Producto 134"
Pedido-371,Cliente 1717,2024-05-23,2012.11,Procesado,Empleado 40,"Producto 49, Producto 139, Producto 255"
Pedido-372,Cliente 137,2024-03-03,2276.34,Pendiente,Empleado 76,"Producto 203, Producto 53, Producto 99, Producto 255"
Pedido-373,Cliente 383,2024-02-29,754.34,Entregado,Empleado 44,Producto 77
Pedido-374,Cliente 947,2025-02-09,2640.94,Pendiente,Empleado 71,"Producto 229, Producto 112, Producto 119, Producto 201"
Pedido-375,Cliente 345,2024-03-04,2187.14,Pendiente,Empleado 50,"Producto 119, Producto 27, Producto 264, Producto 222"
Pedido-376,Cliente 23,2024-03-05,4128.98,Enviado,Empleado 23,"Producto 184, Producto 32, Producto 51, Producto 292"
Pedido-377,Cliente 1708,2024-09-10,1483.25,Cancelado,Empleado 81,"Producto 18, Producto 39, Producto 199, Producto 101"
Pedido-378,Cliente 1694,2024-06-19,3823.98,Entregado,Empleado 88,Producto 211
Pedido-379,Cliente 1143,2025-02-22,3342.39,Entregado,Empleado 67,"Producto 62, Producto 245, Producto 268"
Pedido-380,Cliente 157,2024-08-07,2815.87,Enviado,Empleado 20,Producto 301
Pedido-381,Cliente 1419,2024-12-07,525.36,Pendiente,Empleado 65,"Producto 90, Producto 231, Producto 262, Producto 88, Producto 146"
Pedido-382,Cliente 1272,2025-02-04,3656.62,Pendiente,Empleado 46,"Producto 79, Producto 123, Producto 228, Producto 26"
Pedido-383,Cliente 179,2024-07-21,2735.24,Cancelado,Empleado 2,Producto 12
Pedido-384,Cliente 1923,2024-04-28,2043.86,Procesado,Empleado 88,"Producto 220, Producto 274"
Pedido-385,Cliente 1547,2024-08-26,3725.38,Entregado,Empleado 69,"Producto 257, Producto 157, Producto 12, Producto 230, Producto 105"
Pedido-386,Cliente 758,2024-05-07,3958.92,Pendiente,Empleado 89,"Producto 186, Producto 192, Producto 158, Producto 269, Producto 224"
Pedido-387,Cliente 1332,2024-11-02,2906.75,Pendiente,Empleado 4,"Producto 174, Producto 232, Producto 269"
Pedido-388,Cliente 1258,2024-12-05,3116.64,Procesado,Empleado 76,"Producto 111, Producto 45, Producto 187"
Pedido-389,Cliente 810,2024-06-01,2283.08,Pendiente,Empleado 97,"Producto 288, Producto 88"
Pedido-390,Cliente 1681,2024-02-28,4682.66,Pendiente,Empleado 46,"Producto 260, Producto 90, Producto 38, Producto 179"
Pedido-391,Cliente 150,2024-04-26,1929.62,Enviado,Empleado 22,"Producto 213, Producto 2"
Pedido-392,Cliente 1959,2025-02-01,4372.93,Cancelado,Empleado 89,"Producto 49, Producto 121, Producto 75, Producto 66, Producto 160"
Pedido-393,Cliente 1959,2024-05-11,4170.55,Procesado,Empleado 27,"Producto 219, Producto 9"
Pedido-394,Cliente 1437,2024-07-07,1541.4,Enviado,Empleado 10,"Producto 158, Producto 266, Producto 61"
Pedido-395,Cliente 707,2025-01-07,3836.16,Cancelado,Empleado 80,"Producto 187, Producto 37, Producto 33, Producto 61, Producto 79"
Pedido-396,Cliente 725,2024-11-05,1953.21,Entregado,Empleado 58,"Producto 191, Producto 171"
Pedido-397,Cliente 1803,2024-05-21,4596.79,Cancelado,Empleado 97,"Producto 118, Producto 219"
Pedido-398,Cliente 1722,2024-06-25,755.85,Pendiente,Empleado 13,Producto 37
Pedido-399,Cliente 1574,2024-08-31,715.44,Enviado,Empleado 23,"Producto 162, Producto 122"
Pedido-400,Cliente 1630,2025-02-09,1064.68,Entregado,Empleado 56,"Producto 252, Producto 77"
Pedido-401,Cliente 261,2024-08-25,829.36,Procesado,Empleado 49,"Producto 105, Producto 140"
Pedido-402,Cliente 130,2024-12-27,2207.94,Cancelado,Empleado 3,"Producto 237, Producto 222, Producto 111, Producto 72, Producto 54"
Pedido-403,Cliente 1306,2024-03-05,3403.0,Enviado,Empleado 85,"Producto 145, Producto 257, Producto 218, Producto 294, Producto 121"
Pedido-404,Cliente 727,2024-03-06,553.11,Pendiente,Empleado 42,"Producto 63, Producto 4, Producto 74, Producto 184, Producto 247"
Pedido-405,Cliente 1917,2024-06-27,955.65,Entregado,Empleado 33,Producto 244
Pedido-406,Cliente 1447,2024-04-06,1168.26,Pendiente,Empleado 61,"Producto 162, Producto 12"
Pedido-407,Cliente 1426,2025-02-06,384.3,Cancelado,Empleado 45,"Producto 79, Producto 231"
Pedido-408,Cliente 752,2024-10-23,595.95,Entregado,Empleado 80,"Producto 107, Producto 264, Producto 49, Producto 261, Producto 32"
Pedido-409,Cliente 444,2024-10-15,784.94,Pendiente,Empleado 83,Producto 145
Pedido-410,Cliente 31,2024-05-16,3881.99,Enviado,Empleado 2,Producto 145
Pedido-411,Cliente 1502,2024-03-09,3848.8,Cancelado,Empleado 82,Producto 161
Pedido-412,Cliente 7,2024-05-04,1990.36,Cancelado,Empleado 79,"Producto 162, Producto 223"
Pedido-413,Cliente 1006,2024-06-05,3249.37,Enviado,Empleado 12,"Producto 180, Producto 255"
Pedido-414,Cliente 37,2024-09-25,2330.56,Procesado,Empleado 90,"Producto 70, Producto 38"
Pedido-415,Cliente 1680,2024-04-12,2040.76,Entregado,Empleado 49,"Producto 287, Producto 64, Producto 274, Producto 233"
Pedido-416,Cliente 1854,2025-02-08,2197.91,Cancelado,Empleado 84,Producto 301
Pedido-417,Cliente 1818,2024-03-19,1053.41,Pendiente,Empleado 38,"Producto 185, Producto 113, Producto 93, Producto 160"
Pedido-418,Cliente 19,2025-01-17,3732.03,Procesado,Empleado 47,"Producto 20, Producto 226, Producto 43"
Pedido-419,Cliente 1913,2024-08-05,2885.17,Pendiente,Empleado 14,Producto 119
Pedido-420,Cliente 321,2024-11-21,4291.33,Pendiente,Empleado 42,"Producto 158, Producto 127, Producto 77, Producto 288, Producto 75"
Pedido-421,Cliente 711,2024-10-05,1599.39,Entregado,Empleado 95,"Producto 85, Producto 203, Producto 94, Producto 184"
Pedido-422,Cliente 1651,2024-09-08,3158.8,Pendiente,Empleado 51,"Producto 170, Producto 295, Producto 116, Producto 269, Producto 263"
Pedido-423,Cliente 379,2024-08-18,1348.25,Procesado,Empleado 35,"Producto 81, Producto 38"
Pedido-424,Cliente 369,2024-06-21,4797.4,Pendiente,Empleado 91,"Producto 148, Producto 31, Producto 41"
Pedido-425,Cliente 281,2024-11-20,1876.2,Procesado,Empleado 64,"Producto 22, Producto 40, Producto 240, Producto 111"
Pedido-426,Cliente 179,2024-06-12,4481.37,Enviado,Empleado 17,"Producto 44, Producto 96, Producto 61, Producto 113, Producto 8"
Pedido-427,Cliente 386,2024-06-30,4943.18,Enviado,Empleado 66,"Producto 67, Producto 107"
